id,State,Service Providers,Site Description,Star Rating,Website,
652,NSW,OCTEC,Mount Victoria,4,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
653,NSW,Advanced Personnel Management,Ryde,4,https://apm.net.au/individuals/disability-employment-services,
654,NSW,Advanced Personnel Management,Dee Why,5,https://apm.net.au/individuals/disability-employment-services,
655,NSW,MAX Employment,Chatswood,3,,
656,NSW,MAX Employment,Brookvale,5,,
657,NSW,MAX Employment,North Ryde,2,,
658,NSW,MAX Employment,Chatswood,3,,
659,NSW,MAX Employment,Brookvale,5,,
660,NSW,MAX Employment,North Ryde,2,,
661,NSW,OCTEC,Chatswood,2,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
662,NSW,OCTEC,Dee Why,4,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
663,NSW,OCTEC,North Ryde,3,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
664,NSW,OCTEC,Mona Vale,3,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
665,NSW,OCTEC,Brookvale,3,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
666,NSW,The ORS Group,Ryde,2,,
667,NSW,The ORS Group,Chatswood,3,,
668,NSW,The ORS Group,Brookvale,1,,
669,NSW,atWork Australia Pty Ltd,North Ryde,3,https://www.atworkaustralia.com.au/disability-employment-services/?gclid=Cj0KCQjwqfz6BRD8ARIsAIXQCf3c_jcUn2_3kp2beqN21J8QQR_6nAJ8e1uJCGU92amUqjpfEdInHtQaAqxEEALw_wcB,
670,NSW,Job Centre Australia,Chatswood,4,,
671,NSW,Job Centre Australia,Dee Why,3,,
672,NSW,Job Support Inc,Chatswood,5,,
673,NSW,Northcott Employment,Mona Vale,1,,
674,NSW,Northcott Employment,Chatswood,1,,
675,NSW,OCTEC,Dee Why,2,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
676,NSW,OCTEC,Chatswood,3,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
677,NSW,OCTEC,North Ryde,1,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
678,NSW,OCTEC,Mona Vale,2,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
679,NSW,OCTEC,Brookvale,2,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
680,NSW,Sydney Counselling Centre,Chatswood,2,,
681,NSW,Sydney Counselling Centre,Dee Why,3,,
682,NSW,The ORS Group,Ryde,1,,
683,NSW,The ORS Group,Brookvale,2,,
684,NSW,The ORS Group,Chatswood,3,,
685,NSW,Ability Options Employment,Mount Druitt,3,https://abilityoptions.org.au/,
686,NSW,Ability Options Employment,Blacktown,1,https://abilityoptions.org.au/,
687,NSW,Ability Options Employment,Seven Hills,3,https://abilityoptions.org.au/,
688,NSW,Ability Options Employment,Quakers Hill,3,https://abilityoptions.org.au/,
689,NSW,Ability Options Employment,Riverstone,1,https://abilityoptions.org.au/,
690,NSW,Ability Options Employment,Mount Druitt,2,https://abilityoptions.org.au/,
691,NSW,Ability Options Employment,Blacktown,2,https://abilityoptions.org.au/,
692,NSW,Ability Options Employment,Seven Hills,2,https://abilityoptions.org.au/,
693,NSW,MAX Employment,Blacktown,3,,
694,NSW,MAX Employment,Mount Druitt,4,,
695,NSW,Ability Options Employment,Mount Druitt,2,https://abilityoptions.org.au/,
696,NSW,Ability Options Employment,Blacktown,1,https://abilityoptions.org.au/,
697,NSW,Ability Options Employment,Seven Hills,1,https://abilityoptions.org.au/,
698,NSW,Ability Options Employment,Blacktown,3,https://abilityoptions.org.au/,
699,NSW,Ability Options Employment,Mount Druitt,2,https://abilityoptions.org.au/,
700,NSW,Ability Options Employment,Seven Hills,2,https://abilityoptions.org.au/,
701,NSW,AFFORD Employment,Blacktown,4,https://www.afford.com.au/,
702,NSW,AFFORD Employment,Mount Druitt,3,https://www.afford.com.au/,
703,NSW,AFFORD Employment,Kings Park,3,https://www.afford.com.au/,
704,NSW,AFFORD Employment,Minchinbury,3,https://www.afford.com.au/,
705,NSW,Global Skills,Blacktown,1,,
706,NSW,Global Skills,Mount Druitt,2,,
707,NSW,Global Skills,Rooty Hill,1,,
708,NSW,Job Prospects,Blacktown,2,,
709,NSW,Job Support Inc,Blacktown,5,,
710,NSW,MAX Employment,Mount Druitt,2,,
711,NSW,MAX Employment,Blacktown,5,,
712,NSW,WISE Employment Ltd,Mount Druitt,3,,
713,NSW,WISE Employment Ltd,Blacktown,1,,
714,NSW,Advanced Personnel Management,Hurstville,5,https://apm.net.au/individuals/disability-employment-services,
715,NSW,Advanced Personnel Management,Sutherland,5,https://apm.net.au/individuals/disability-employment-services,
716,NSW,Advanced Personnel Management,Caringbah,1,https://apm.net.au/individuals/disability-employment-services,
717,NSW,Advanced Personnel Management,Rockdale,3,https://apm.net.au/individuals/disability-employment-services,
718,NSW,MAX Employment,Rockdale,2,,
719,NSW,MAX Employment,Sutherland,2,,
720,NSW,Ostara Australia,Caringbah,3,,
721,NSW,The ORS Group,Hurstville,1,,
722,NSW,The ORS Group,Caringbah,3,,
723,NSW,The ORS Group,Hurstville,1,,
724,NSW,The ORS Group,Caringbah,1,,
725,NSW,Advanced Personnel Management,Hurstville,4,https://apm.net.au/individuals/disability-employment-services,
726,NSW,Advanced Personnel Management,Sutherland,4,https://apm.net.au/individuals/disability-employment-services,
727,NSW,Advanced Personnel Management,Rockdale,3,https://apm.net.au/individuals/disability-employment-services,
728,NSW,Advanced Personnel Management,Caringbah,1,https://apm.net.au/individuals/disability-employment-services,
729,NSW,CatholicCare,Kogarah,1,https://www.catholiccaredbb.org.au/disability-futures/,
730,NSW,CatholicCare,Sutherland,3,https://www.catholiccaredbb.org.au/disability-futures/,
731,NSW,Job Support Inc,Kingsgrove,5,,
732,NSW,MAX Employment,Rockdale,2,,
733,NSW,MAX Employment,Sutherland,3,,
734,NSW,NOVA Employment,Hurstville,5,,
735,NSW,NOVA Employment,Rockdale,5,,
736,NSW,NOVA Employment,Caringbah,5,,
737,NSW,NOVA Employment,Engadine,5,,
738,NSW,The ORS Group,Hurstville,3,,
739,NSW,Vision Australia,Caringbah,4,,
740,NSW,Advanced Personnel Management,Dapto,5,https://apm.net.au/individuals/disability-employment-services,
741,NSW,Advanced Personnel Management,Shellharbour,5,https://apm.net.au/individuals/disability-employment-services,
742,NSW,Advanced Personnel Management,Corrimal,5,https://apm.net.au/individuals/disability-employment-services,
743,NSW,CoAct,Corrimal,4,https://coact.org.au/,
744,NSW,CoAct,Shellharbour,5,https://coact.org.au/,
745,NSW,Jobfind Centre,Wollongong,5,,
746,NSW,Jobfind Centre,Warilla,5,,
747,NSW,Jobfind Centre,Dapto,5,,
748,NSW,Jobfind Centre,Berkeley,5,,
749,NSW,Jobfind Centre,Warrawong,5,,
750,NSW,Mission Australia Employment Services,Wollongong,2,,
751,NSW,Mission Australia Employment Services,Shellharbour,4,,
752,NSW,Mission Australia Employment Services,Dapto,3,,
753,NSW,Workskills/Workability,Fairy Meadow,5,,
754,NSW,Workskills/Workability,Warrawong,4,,
755,NSW,Workskills/Workability,Shellharbour,4,,
756,NSW,Advanced Personnel Management,Dapto,3,https://apm.net.au/individuals/disability-employment-services,
757,NSW,Advanced Personnel Management,Shellharbour,5,https://apm.net.au/individuals/disability-employment-services,
758,NSW,Advanced Personnel Management,Corrimal,5,https://apm.net.au/individuals/disability-employment-services,
759,NSW,CoAct,Corrimal,3,https://coact.org.au/,
760,NSW,CoAct,Shellharbour,2,https://coact.org.au/,
761,NSW,Essential Personnel,Wollongong,4,,
762,NSW,Essential Personnel,Warilla,5,,
763,NSW,The ORS Group,Corrimal,4,,
764,NSW,The ORS Group,Wollongong,1,,
765,NSW,Workskills/Workability,Fairy Meadow,3,,
766,NSW,Workskills/Workability,Shellharbour,4,,
767,NSW,Workskills/Workability,Warrawong,3,,
768,NSW,Sureway Employment and Training,Bathurst,3,,
769,NSW,Sureway Employment and Training,Oberon,3,,
770,NSW,Verto,Bathurst,5,,
771,NSW,Verto,Oberon,5,,
772,NSW,OCTEC,Bathurst,4,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
773,NSW,OCTEC,Oberon,4,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
774,NSW,Sureway Employment and Training,Bathurst,3,,
775,NSW,Sureway Employment and Training,Oberon,3,,
776,NSW,Sureway Employment and Training,Broken Hill,3,,
777,NSW,Sureway Employment and Training,Broken Hill,2,,
778,NSW,BEST Employment Ltd,Narrabri,2,https://www.best.com.au/,
779,NSW,BEST Employment Ltd,Moree,2,https://www.best.com.au/,
780,NSW,BEST Employment Ltd,Lightning Ridge,1,https://www.best.com.au/,
781,NSW,BEST Employment Ltd,Walgett,1,https://www.best.com.au/,
782,NSW,BEST Employment Ltd,Mungindi,1,https://www.best.com.au/,
783,NSW,BEST Employment Ltd,Bingara,1,https://www.best.com.au/,
784,NSW,BEST Employment Ltd,Collarenebri,1,https://www.best.com.au/,
785,NSW,BEST Employment Ltd,Wee Waa,1,https://www.best.com.au/,
786,NSW,BEST Employment Ltd,Warialda,1,https://www.best.com.au/,
787,NSW,BEST Employment Ltd,Narrabri,2,https://www.best.com.au/,
788,NSW,BEST Employment Ltd,Moree,2,https://www.best.com.au/,
789,NSW,BEST Employment Ltd,Lightning Ridge,1,https://www.best.com.au/,
790,NSW,BEST Employment Ltd,Walgett,3,https://www.best.com.au/,
791,NSW,BEST Employment Ltd,Wee Waa,2,https://www.best.com.au/,
792,NSW,BEST Employment Ltd,Warialda,2,https://www.best.com.au/,
793,NSW,BEST Employment Ltd,Bingara,2,https://www.best.com.au/,
794,NSW,BEST Employment Ltd,Mungindi,2,https://www.best.com.au/,
795,NSW,BEST Employment Ltd,Collarenebri,2,https://www.best.com.au/,
796,NSW,Advanced Personnel Management,Parkes,3,https://apm.net.au/individuals/disability-employment-services,
797,NSW,Advanced Personnel Management,Forbes,3,https://apm.net.au/individuals/disability-employment-services,
798,NSW,Advanced Personnel Management,Condobolin,4,https://apm.net.au/individuals/disability-employment-services,
799,NSW,Advanced Personnel Management,West Wyalong,3,https://apm.net.au/individuals/disability-employment-services,
800,NSW,OCTEC,Forbes,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
801,NSW,OCTEC,Parkes,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
802,NSW,OCTEC,Condobolin,2,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
803,NSW,OCTEC,West Wyalong,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
804,NSW,Advanced Personnel Management,Dubbo,3,https://apm.net.au/individuals/disability-employment-services,
805,NSW,Advanced Personnel Management,Coonabarabran,1,https://apm.net.au/individuals/disability-employment-services,
806,NSW,Advanced Personnel Management,Wellington,1,https://apm.net.au/individuals/disability-employment-services,
807,NSW,Advanced Personnel Management,Coonamble,3,https://apm.net.au/individuals/disability-employment-services,
808,NSW,Advanced Personnel Management,Gilgandra,3,https://apm.net.au/individuals/disability-employment-services,
809,NSW,Advanced Personnel Management,Narromine,3,https://apm.net.au/individuals/disability-employment-services,
810,NSW,Advanced Personnel Management,Nyngan,3,https://apm.net.au/individuals/disability-employment-services,
811,NSW,Advanced Personnel Management,Baradine,3,https://apm.net.au/individuals/disability-employment-services,
812,NSW,Advanced Personnel Management,Mendooran,3,https://apm.net.au/individuals/disability-employment-services,
813,NSW,Advanced Personnel Management,Coolah,3,https://apm.net.au/individuals/disability-employment-services,
814,NSW,Advanced Personnel Management,Warren,3,https://apm.net.au/individuals/disability-employment-services,
815,NSW,Advanced Personnel Management,Binnaway,3,https://apm.net.au/individuals/disability-employment-services,
816,NSW,Advanced Personnel Management,Gulargambone,3,https://apm.net.au/individuals/disability-employment-services,
817,NSW,Advanced Personnel Management,Dunedoo,3,https://apm.net.au/individuals/disability-employment-services,
818,NSW,Advanced Personnel Management,Coolabah,3,https://apm.net.au/individuals/disability-employment-services,
819,NSW,Interact People Solutions,Dubbo,5,,
820,NSW,Interact People Solutions,Wellington,5,,
821,NSW,Job Centre Australia,Dubbo,1,,
822,NSW,Job Centre Australia,Wellington,1,,
823,NSW,Job Centre Australia,Narromine,1,,
824,NSW,Job Centre Australia,Gilgandra,1,,
825,NSW,Job Centre Australia,Coonabarabran,1,,
826,NSW,Joblink Plus,Nyngan,1,,
827,NSW,Joblink Plus,Narromine,1,,
828,NSW,Joblink Plus,Warren,1,,
829,NSW,Joblink Plus,Trangie,1,,
830,NSW,Joblink Plus,Dubbo,1,,
831,NSW,Joblink Plus,Coonabarabran,1,,
832,NSW,Joblink Plus,Wellington,1,,
833,NSW,Interact People Solutions,Orange,4,,
834,NSW,Interact People Solutions,Young,3,,
835,NSW,Interact People Solutions,Cowra,3,,
836,NSW,Sureway Employment and Training,Orange,5,,
837,NSW,Sureway Employment and Training,Cowra,4,,
838,NSW,Sureway Employment and Training,Young,4,,
839,NSW,Verto,Orange,New Site,,
840,NSW,Verto,Cowra,New Site,,
841,NSW,Verto,Young,New Site,,
842,NSW,Job Centre Australia,Young,5,,
843,NSW,Job Centre Australia,Orange,3,,
844,NSW,Job Centre Australia,Cowra,5,,
845,NSW,OCTEC,Orange,3,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
846,NSW,OCTEC,Cowra,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
847,NSW,OCTEC,Young,2,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
848,NSW,Interact People Solutions,Mudgee,5,,
849,NSW,Interact People Solutions,Lithgow,5,,
850,NSW,OCTEC,Lithgow,3,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
851,NSW,OCTEC,Mudgee,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
852,NSW,OCTEC,Kandos,4,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
853,NSW,OCTEC,Gulgong,4,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
854,NSW,OCTEC,Portland,4,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
855,NSW,OCTEC,Rylstone,4,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
856,NSW,OCTEC,Lithgow,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
857,NSW,OCTEC,Mudgee,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
858,NSW,OCTEC,Kandos,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
859,NSW,OCTEC,Gulgong,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
860,NSW,OCTEC,Rylstone,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
861,NSW,OCTEC,Portland,5,https://www.yellowpages.com.au/nsw/windsor/octec-disability-employment-service-14882798-listing.html,
862,NSW,Verto,Mudgee,4,,
863,NSW,Verto,Lithgow,3,,
864,NT,STEPS Employment,Alice Springs,5,,
865,NT,STEPS Employment,Alice Springs,3,,
866,NT,Advanced Personnel Management,Casuarina,5,https://apm.net.au/individuals/disability-employment-services,
867,NT,Advanced Personnel Management,Palmerston,5,https://apm.net.au/individuals/disability-employment-services,
868,NT,Advanced Personnel Management,Fannie Bay,5,https://apm.net.au/individuals/disability-employment-services,
869,NT,Darwin Skills Development Scheme Inc,Coconut Grove,2,,
870,NT,Mission Australia Employment Services,Casuarina,5,,
871,NT,Mission Australia Employment Services,Palmerston,4,,
872,NT,Darwin Skills Development Scheme Inc,Coconut Grove,2,,
873,NT,MAX Employment,Casuarina,4,,
874,QLD,Artius Pty Ltd,Oxenford,3,https://www.artius.com.au/,
875,QLD,Artius Pty Ltd,Nerang,2,https://www.artius.com.au/,
876,QLD,Artius Pty Ltd,Southport,3,https://www.artius.com.au/,
877,QLD,Artius Pty Ltd,Palm Beach,2,https://www.artius.com.au/,
878,QLD,Artius Pty Ltd,Biggera Waters,2,https://www.artius.com.au/,
879,QLD,Epic Employment Service Inc,Mermaid Beach,5,,
880,QLD,Epic Employment Service Inc,Palm Beach,2,,
881,QLD,Epic Employment Service Inc,Nerang,1,,
882,QLD,Epic Employment Service Inc,Southport,1,,
883,QLD,Epic Employment Service Inc,Helensvale,2,,
884,QLD,Help Enterprises,Southport,2,,
885,QLD,Help Enterprises,Nerang,3,,
886,QLD,Help Enterprises,Coolangatta,4,,
887,QLD,Help Enterprises,Robina,5,,
888,QLD,Help Enterprises,Oxenford,2,,
889,QLD,Help Enterprises,Southport,2,,
890,QLD,Help Enterprises,Coolangatta,4,,
891,QLD,Help Enterprises,Robina,3,,
892,QLD,MAX Employment,Southport,3,,
893,QLD,MAX Employment,Palm Beach,4,,
894,QLD,MAX Employment,Nerang,3,,
895,QLD,MAX Employment,Helensvale,3,,
896,QLD,MAX Employment,Varsity Lakes,3,,
897,QLD,MAX Employment,Coolangatta,1,,
898,QLD,Mission Australia Employment Services,Palm Beach,3,,
899,QLD,Mission Australia Employment Services,Biggera Waters,2,,
900,QLD,Mission Australia Employment Services,Southport,1,,
901,QLD,CoAct,Oxenford,3,https://coact.org.au/,
902,QLD,CoAct,Southport,3,https://coact.org.au/,
903,QLD,CoAct,Robina,5,https://coact.org.au/,
904,QLD,CoAct,Nerang,3,https://coact.org.au/,
905,QLD,CoAct,Palm Beach,3,https://coact.org.au/,
906,QLD,CoAct,Coolangatta,3,https://coact.org.au/,
907,QLD,Epic Employment Service Inc,Nerang,3,,
908,QLD,Epic Employment Service Inc,Helensvale,2,,
909,QLD,Epic Employment Service Inc,Southport,2,,
910,QLD,Epic Employment Service Inc,Palm Beach,1,,
911,QLD,Epic Employment Service Inc,Mermaid Beach,2,,
912,QLD,Gold Coast Employment Support Service,Southport,3,,
913,QLD,Gold Coast Employment Support Service,Coolangatta,3,,
914,QLD,Gold Coast Employment Support Service,Arundel,3,,
915,QLD,Gold Coast Employment Support Service,Miami,3,,
916,QLD,Job Centre Australia,Robina,3,,
917,QLD,Job Centre Australia,Southport,3,,
918,QLD,Job Centre Australia,Palm Beach,3,,
919,QLD,MAX Employment,Helensvale,3,,
920,QLD,MAX Employment,Nerang,1,,
921,QLD,MAX Employment,Palm Beach,3,,
922,QLD,MAX Employment,Southport,3,,
923,QLD,Mylestones Employment,Southport,3,,
924,QLD,Mylestones Employment,Palm Beach,2,,
925,QLD,Mylestones Employment,Coolangatta,3,,
926,QLD,Mylestones Employment,North Tamborine,3,,
927,QLD,The ORS Group,Southport,2,,
928,QLD,The ORS Group,Robina,2,,
929,QLD,Advanced Personnel Management,Goodna,5,https://apm.net.au/individuals/disability-employment-services,
930,QLD,Advanced Personnel Management,Ipswich,4,https://apm.net.au/individuals/disability-employment-services,
931,QLD,Advanced Personnel Management,Booval,1,https://apm.net.au/individuals/disability-employment-services,
932,QLD,Advanced Personnel Management,North Ipswich,4,https://apm.net.au/individuals/disability-employment-services,
933,QLD,Advanced Personnel Management,Lowood,4,https://apm.net.au/individuals/disability-employment-services,
934,QLD,Advanced Personnel Management,Esk,4,https://apm.net.au/individuals/disability-employment-services,
935,QLD,Advanced Personnel Management,Toogoolawah,4,https://apm.net.au/individuals/disability-employment-services,
936,QLD,Advanced Personnel Management,Boonah,4,https://apm.net.au/individuals/disability-employment-services,
937,QLD,Advanced Personnel Management,Rosewood,4,https://apm.net.au/individuals/disability-employment-services,
938,QLD,Artius Pty Ltd,Ipswich,2,https://www.artius.com.au/,
939,QLD,Artius Pty Ltd,Goodna,3,https://www.artius.com.au/,
940,QLD,Artius Pty Ltd,Esk,3,https://www.artius.com.au/,
941,QLD,Artius Pty Ltd,Lowood,3,https://www.artius.com.au/,
942,QLD,Artius Pty Ltd,Boonah,3,https://www.artius.com.au/,
943,QLD,Artius Pty Ltd,Ipswich,2,https://www.artius.com.au/,
944,QLD,Artius Pty Ltd,Goodna,2,https://www.artius.com.au/,
945,QLD,Artius Pty Ltd,Ipswich,2,https://www.artius.com.au/,
946,QLD,Help Enterprises,Ipswich,3,,
947,QLD,Help Enterprises,Goodna,4,,
948,QLD,Help Enterprises,Lowood,3,,
949,QLD,MAX Employment,Goodna,3,,
950,QLD,MAX Employment,Ipswich,4,,
951,QLD,MAX Employment,Boonah,2,,
952,QLD,MAX Employment,Esk,3,,
953,QLD,NORTEC Job Services,Ipswich,1,,
954,QLD,NORTEC Job Services,Redbank Plains,2,,
955,QLD,NORTEC Job Services,Toogoolawah,1,,
956,QLD,NORTEC Job Services,Boonah,1,,
957,QLD,NORTEC Job Services,Fernvale,1,,
958,QLD,NORTEC Job Services,Coominya,1,,
959,QLD,Advanced Personnel Management,Goodna,4,https://apm.net.au/individuals/disability-employment-services,
960,QLD,Advanced Personnel Management,Ipswich,2,https://apm.net.au/individuals/disability-employment-services,
961,QLD,Advanced Personnel Management,Booval,5,https://apm.net.au/individuals/disability-employment-services,
962,QLD,Advanced Personnel Management,North Ipswich,3,https://apm.net.au/individuals/disability-employment-services,
963,QLD,Advanced Personnel Management,Rosewood,5,https://apm.net.au/individuals/disability-employment-services,
964,QLD,Advanced Personnel Management,Lowood,2,https://apm.net.au/individuals/disability-employment-services,
965,QLD,Advanced Personnel Management,Toogoolawah,3,https://apm.net.au/individuals/disability-employment-services,
966,QLD,Advanced Personnel Management,Boonah,3,https://apm.net.au/individuals/disability-employment-services,
967,QLD,Advanced Personnel Management,Esk,3,https://apm.net.au/individuals/disability-employment-services,
968,QLD,CoAct,Ipswich,2,https://coact.org.au/,
969,QLD,CoAct,Goodna,3,https://coact.org.au/,
970,QLD,CoAct,Boonah,1,https://coact.org.au/,
971,QLD,CoAct,Lowood,1,https://coact.org.au/,
972,QLD,CoAct,Ipswich,2,https://coact.org.au/,
973,QLD,CoAct,Goodna,4,https://coact.org.au/,
974,QLD,CoAct,Lowood,2,https://coact.org.au/,
975,QLD,CoAct,Boonah,3,https://coact.org.au/,
976,QLD,Comepass Employment Services,Ipswich,3,"https://www.mycommunitydirectory.com.au/Queensland/Ipswich/Disability_Services/Disability_Employment___Training_Services/10680/110409/Comepass_Employment_Services_-_Ipswich#:~:text=Comepass%20Employment%20Services%20is%20a,job%2C%20and%20the%20right%20environment.",
977,QLD,Comepass Employment Services,Goodna,2,"https://www.mycommunitydirectory.com.au/Queensland/Ipswich/Disability_Services/Disability_Employment___Training_Services/10680/110409/Comepass_Employment_Services_-_Ipswich#:~:text=Comepass%20Employment%20Services%20is%20a,job%2C%20and%20the%20right%20environment.",
978,QLD,Comepass Employment Services,Boonah,3,"https://www.mycommunitydirectory.com.au/Queensland/Ipswich/Disability_Services/Disability_Employment___Training_Services/10680/110409/Comepass_Employment_Services_-_Ipswich#:~:text=Comepass%20Employment%20Services%20is%20a,job%2C%20and%20the%20right%20environment.",
979,QLD,Comepass Employment Services,Esk,3,"https://www.mycommunitydirectory.com.au/Queensland/Ipswich/Disability_Services/Disability_Employment___Training_Services/10680/110409/Comepass_Employment_Services_-_Ipswich#:~:text=Comepass%20Employment%20Services%20is%20a,job%2C%20and%20the%20right%20environment.",
980,QLD,EACH Employment,Ipswich,3,,
981,QLD,EACH Employment,Redbank,1,,
982,QLD,MAX Employment,Ipswich,3,,
983,QLD,MAX Employment,Goodna,3,,
984,QLD,MAX Employment,Esk,1,,
985,QLD,MAX Employment,Boonah,5,,
986,QLD,Mylestones Employment,Ipswich,3,,
987,QLD,Mylestones Employment,Booval,3,,
988,QLD,Mylestones Employment,Boonah,2,,
989,QLD,Mylestones Employment,Esk,2,,
990,QLD,Advanced Personnel Management,Browns Plains,4,https://apm.net.au/individuals/disability-employment-services,
991,QLD,Advanced Personnel Management,Beaudesert,3,https://apm.net.au/individuals/disability-employment-services,
992,QLD,Advanced Personnel Management,Beenleigh,4,https://apm.net.au/individuals/disability-employment-services,
993,QLD,Advanced Personnel Management,Logan Central,4,https://apm.net.au/individuals/disability-employment-services,
994,QLD,CIM Employment,Beenleigh,5,https://altius-group.com.au/brands/cim-employment/,
995,QLD,CIM Employment,Woodridge,3,https://altius-group.com.au/brands/cim-employment/,
996,QLD,CIM Employment,Crestmead,5,https://altius-group.com.au/brands/cim-employment/,
997,QLD,CIM Employment,Beaudesert,4,https://altius-group.com.au/brands/cim-employment/,
998,QLD,CIM Employment,Beenleigh,1,https://altius-group.com.au/brands/cim-employment/,
999,QLD,CIM Employment,Woodridge,2,https://altius-group.com.au/brands/cim-employment/,
1000,QLD,CIM Employment,Crestmead,2,https://altius-group.com.au/brands/cim-employment/,
1001,QLD,CIM Employment,Beaudesert,1,https://altius-group.com.au/brands/cim-employment/,
1002,QLD,Help Enterprises,Woodridge,4,,
1003,QLD,Help Enterprises,Beenleigh,5,,
1004,QLD,Help Enterprises,Browns Plains,5,,
1005,QLD,Help Enterprises,Beaudesert,5,,
1006,QLD,Help Enterprises,Browns Plains,4,,
1007,QLD,Help Enterprises,Woodridge,3,,
1008,QLD,Help Enterprises,Beenleigh,3,,
1009,QLD,Help Enterprises,Jimboomba,1,,
1010,QLD,Help Enterprises,Beaudesert,1,,
1011,QLD,MAX Employment,Browns Plains,3,,
1012,QLD,MAX Employment,Woodridge,3,,
1013,QLD,MAX Employment,Beenleigh,3,,
1014,QLD,Mission Australia Employment Services,Logan Central,1,,
1015,QLD,Mission Australia Employment Services,Beaudesert,1,,
1016,QLD,CoAct,Beenleigh,2,https://coact.org.au/,
1017,QLD,CoAct,Woodridge,1,https://coact.org.au/,
1018,QLD,CoAct,Beaudesert,3,https://coact.org.au/,
1019,QLD,CoAct,Browns Plains,1,https://coact.org.au/,
1020,QLD,Epic Employment Service Inc,Woodridge,3,,
1021,QLD,MAX Employment,Beenleigh,2,,
1022,QLD,MAX Employment,Woodridge,3,,
1023,QLD,MAX Employment,Browns Plains,2,,
1024,QLD,Mylestones Employment,Beenleigh,3,,
1025,QLD,Mylestones Employment,Browns Plains,3,,
1026,QLD,Mylestones Employment,Woodridge,2,,
1027,QLD,Mylestones Employment,Beaudesert,1,,
1028,QLD,Spinal Life Australia,Springwood,4,,
1029,QLD,Spinal Life Australia,Beenleigh,1,,
1030,QLD,The ORS Group,Browns Plains,3,,
1031,QLD,The ORS Group,Beenleigh,2,,
1032,QLD,Break Thru People Solutions,Fortitude Valley,2,https://breakthru.org.au/,
1033,QLD,Epic Employment Service Inc,Strathpine,2,,
1034,QLD,Epic Employment Service Inc,Indooroopilly,1,,
1035,QLD,Epic Employment Service Inc,Windsor,5,,
1036,QLD,Help Enterprises,Strathpine,2,,
1037,QLD,Help Enterprises,Mitchelton,3,,
1038,QLD,Help Enterprises,Nundah,5,,
1039,QLD,Help Enterprises,Chermside,3,,
1040,QLD,Help Enterprises,Toowong,2,,
1041,QLD,Help Enterprises,Fortitude Valley,2,,
1042,QLD,Help Enterprises,The Gap,3,,
1043,QLD,ipar,Strathpine,4,,
1044,QLD,ipar,Fortitude Valley,4,,
1045,QLD,ipar,Chermside,3,,
1046,QLD,MAX Employment,Nundah,3,,
1047,QLD,MAX Employment,Mitchelton,2,,
1048,QLD,MAX Employment,Toowong,3,,
1049,QLD,MAX Employment,Fortitude Valley,2,,
